total_return,annual_return,max_drawdown,sharpe,calmar,win_rate,trades,MA_TREND,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PROFIT_TARGET_1,PROFIT_TARGET_2,PROFIT_TARGET_3,RSI_OVERBOUGHT,MACD_SELL_RSI_MIN,MACD_BUY_ENABLED,SELL_COOLDOWN_BARS,MA_FAST,MA_SLOW,POSITION_PCT,MAX_POSITION_PCT,MAX_TOTAL_POS_PCT,MIN_CASH_RESERVE
-22.394220630520035,-5.925303155632033,-36.89914274186172,-0.5724839205030092,-0.16058105189825544,60.0,481,30,0.05,0.08,0.2,0.06,0.15,0.22,80,75,False,3,10,20,0.6,0.4,0.95,0.05
-22.41609066109997,-5.931691007564222,-37.23830670104753,-0.5649900888571444,-0.15929003042980364,62.46246246246246,505,30,0.05,0.1,0.25,0.06,0.1,0.25,80,75,False,2,10,20,0.6,0.4,0.95,0.05
-22.419330898340036,-5.932637540221575,-36.757495685253836,-0.5625007271882343,-0.16139939431732278,54.57875457875458,443,30,0.05,0.08,0.15,0.08,0.12,0.25,85,75,False,3,10,20,0.6,0.4,0.95,0.05
-22.42272934466001,-5.933630320892114,-39.09574006705013,-0.5784691094600819,-0.15177178666309413,60.37735849056604,492,30,0.05,0.08,0.25,0.04,0.1,0.22,85,65,False,2,10,20,0.6,0.4,0.95,0.05
-22.435559788479996,-5.937378747927724,-31.290216362219763,-0.5604780003403133,-0.18975192370662533,56.98529411764706,444,30,0.07,0.1,0.15,0.08,0.15,0.25,85,55,False,2,10,20,0.6,0.4,0.95,0.05
-22.43638660764012,-5.937620320117132,-35.69593911855288,-0.5495370399335501,-0.16633881799263459,53.75494071146245,418,30,0.05,0.08,0.15,0.08,0.1,0.25,90,75,False,5,10,20,0.6,0.4,0.95,0.05
-22.445649435500066,-5.940326779034056,-37.438110069252176,-0.5273843261632463,-0.1586705837459683,57.77777777777777,431,0,0.07,0.12,0.25,0.08,0.15,0.18,85,65,False,5,10,20,0.6,0.4,0.95,0.05
-22.45611547980012,-5.94338509495651,-35.52096717121983,-0.5826594721740415,-0.1673204748707412,62.57861635220125,485,0,0.05,0.08,0.25,0.08,0.1,0.18,80,75,False,5,10,20,0.6,0.4,0.95,0.05
-22.522199222100074,-5.962702872942294,-38.36053809753477,-0.5510177052787361,-0.15543845755712915,60.13513513513513,460,30,0.05,0.1,0.25,0.04,0.12,0.25,85,65,False,5,10,20,0.6,0.4,0.95,0.05
-22.523785004240114,-5.9631665866998524,-31.887426842921972,-0.5650513978937368,-0.18700682924572487,58.333333333333336,462,30,0.05,0.12,0.25,0.06,0.12,0.25,85,55,False,2,10,20,0.6,0.4,0.95,0.05
-22.528904960080038,-5.964663811252768,-32.40259747515563,-0.5959503770378938,-0.18407980458437367,61.0,472,30,0.05,0.08,0.25,0.08,0.15,0.18,80,55,False,5,10,20,0.6,0.4,0.95,0.05
-22.533031489619983,-5.965870583619292,-39.39728439451887,-0.5602009261798986,-0.15142847217280012,62.76923076923077,492,0,0.05,0.1,0.25,0.04,0.15,0.22,80,75,False,5,10,20,0.6,0.4,0.95,0.05
-22.55087373859994,-5.97108897612163,-36.625871882833636,-0.5602332849770746,-0.16302926508406887,61.81229773462783,476,30,0.08,0.1,0.2,0.08,0.12,0.22,80,65,False,5,10,20,0.6,0.4,0.95,0.05
