MA_FAST,MA_SLOW,MA_TREND,POSITION_PCT,MAX_POSITION_PCT,SELL_COOLDOWN_BARS,STOP_LOSS_PCT,PARTIAL_PROFIT_ENABLED,MACD_BUY_ENABLED,total_return,max_drawdown,sharpe,trades
10,20,0,0.7,0.2,3,0.15,False,True,38.517395488840016,-11.683226598660767,0.8295360471082969,288
10,20,0,0.7,0.2,3,0.12,False,True,38.49739422918004,-11.901241995462897,0.8425433443008497,307
10,30,0,0.9,0.25,2,0.15,False,True,38.32995740166002,-12.557059490667037,0.7150366437129225,149
10,30,0,0.9,0.25,2,0.12,False,True,38.32995740166002,-12.557059490667037,0.7150366437129225,149
10,30,0,0.7,0.35,3,0.15,False,True,38.266114036159934,-13.025599091002976,0.7178810245359764,136
5,20,0,0.8,0.25,2,0.12,False,True,38.090181507239976,-12.829143124167514,0.7745097251626036,311
5,20,0,0.7,0.3,2,0.15,False,True,37.845560308400024,-12.125930626958324,0.7586685032978664,316
5,20,0,0.7,0.3,2,0.2,False,True,37.845560308400024,-12.125930626958324,0.7586685032978664,316
10,30,0,0.7,0.3,3,0.12,False,True,37.77777012183992,-13.165371347539246,0.7274268995055672,155
10,30,0,0.9,0.2,2,0.12,False,True,37.76186046972002,-11.99919515537106,0.7185194727850361,174
10,30,0,0.8,0.2,2,0.12,False,True,37.76186046972002,-11.99919515537106,0.7185194727850361,174
10,20,0,0.7,0.25,3,0.15,False,True,37.31442399347995,-11.452378319953405,0.7570570536805056,283
10,20,0,0.7,0.2,2,0.15,False,True,37.12152303196001,-11.583391498504488,0.7881225546560894,293
10,30,0,0.8,0.2,3,0.2,False,True,37.062480773899956,-12.874054904866023,0.7003452650265225,164
10,30,0,0.9,0.2,3,0.2,False,True,37.062480773899956,-12.874054904866023,0.7003452650265225,164
10,30,0,0.7,0.25,3,0.12,False,True,36.999537520019985,-12.65245424229634,0.7065995305419742,157
5,20,0,0.7,0.3,2,0.12,False,True,36.946490039020055,-11.1296510439174,0.7404914448963846,321
10,30,0,0.7,0.35,3,0.12,False,True,36.93749434063996,-13.343061897765729,0.7060952407567098,138
